timestamp,P_aeration_kw,P_pumps_kw,P_total_kw,generation_method
2023-01-03 23:00:00,1637.7581909683834,750.0,2387.758190968383,QSDsan-BSM1
2023-01-04 00:00:00,1468.7806478964305,750.0,2218.7806478964303,QSDsan-BSM1
2023-01-04 01:00:00,1454.8932270568428,750.0,2204.893227056843,QSDsan-BSM1
2023-01-04 02:00:00,1384.8532929476264,750.0,2134.8532929476264,QSDsan-BSM1
2023-01-04 03:00:00,1393.6906429204914,750.0,2143.6906429204914,QSDsan-BSM1
2023-01-04 04:00:00,1398.9588140270987,750.0,2148.958814027099,QSDsan-BSM1
2023-01-04 05:00:00,1537.0954752656185,750.0,2287.0954752656185,QSDsan-BSM1
2023-01-04 06:00:00,1710.4520098021808,750.0,2460.452009802181,QSDsan-BSM1
2023-01-04 07:00:00,1816.3006023648268,750.0,2566.300602364827,QSDsan-BSM1
2023-01-04 08:00:00,1921.6276995753856,750.0,2671.6276995753856,QSDsan-BSM1
2023-01-04 09:00:00,1858.2655900592167,750.0,2608.2655900592167,QSDsan-BSM1
2023-01-04 10:00:00,1784.051388183161,750.0,2534.051388183161,QSDsan-BSM1
2023-01-04 11:00:00,1681.4508282135296,750.0,2431.4508282135293,QSDsan-BSM1
2023-01-04 12:00:00,1572.579498990577,750.0,2322.579498990577,QSDsan-BSM1
2023-01-04 13:00:00,1606.0038587875156,750.0,2356.0038587875156,QSDsan-BSM1
2023-01-04 14:00:00,1575.5113183492965,750.0,2325.5113183492967,QSDsan-BSM1
2023-01-04 15:00:00,1636.6314090683718,750.0,2386.631409068372,QSDsan-BSM1
2023-01-04 16:00:00,1723.9958821893538,750.0,2473.995882189354,QSDsan-BSM1
2023-01-04 17:00:00,1807.300035943288,750.0,2557.300035943288,QSDsan-BSM1
2023-01-04 18:00:00,1891.5850670592508,750.0,2641.585067059251,QSDsan-BSM1
2023-01-04 19:00:00,1892.711726175438,750.0,2642.711726175438,QSDsan-BSM1
2023-01-04 20:00:00,1851.3432421185594,750.0,2601.3432421185594,QSDsan-BSM1
2023-01-04 21:00:00,1796.9303670820152,750.0,2546.9303670820154,QSDsan-BSM1
2023-01-04 22:00:00,1662.8831246561074,750.0,2412.8831246561076,QSDsan-BSM1
2023-01-04 23:00:00,1625.6381147662676,750.0,2375.638114766268,QSDsan-BSM1
2023-01-05 00:00:00,1453.065495044505,750.0,2203.065495044505,QSDsan-BSM1
2023-01-05 01:00:00,1395.512229264888,750.0,2145.512229264888,QSDsan-BSM1
2023-01-05 02:00:00,1395.5271523554327,750.0,2145.527152355433,QSDsan-BSM1
2023-01-05 03:00:00,1330.2283817563377,750.0,2080.2283817563375,QSDsan-BSM1
2023-01-05 04:00:00,1401.3125004171832,750.0,2151.3125004171834,QSDsan-BSM1
2023-01-05 05:00:00,1583.1447003095495,750.0,2333.1447003095495,QSDsan-BSM1
2023-01-05 06:00:00,1671.6421245672655,750.0,2421.6421245672655,QSDsan-BSM1
2023-01-05 07:00:00,1858.6788364279478,750.0,2608.6788364279478,QSDsan-BSM1
2023-01-05 08:00:00,1866.5363055164066,750.0,2616.5363055164066,QSDsan-BSM1
2023-01-05 09:00:00,1877.044320366463,750.0,2627.0443203664627,QSDsan-BSM1
2023-01-05 10:00:00,1761.068117605312,750.0,2511.068117605312,QSDsan-BSM1
2023-01-05 11:00:00,1683.626420926645,750.0,2433.626420926645,QSDsan-BSM1
2023-01-05 12:00:00,1654.4717897414544,750.0,2404.4717897414544,QSDsan-BSM1
2023-01-05 13:00:00,1517.8691868069536,750.0,2267.8691868069536,QSDsan-BSM1
2023-01-05 14:00:00,1612.1035402208527,750.0,2362.1035402208527,QSDsan-BSM1
2023-01-05 15:00:00,1646.0917778742585,750.0,2396.0917778742587,QSDsan-BSM1
2023-01-05 16:00:00,1681.4696339567129,750.0,2431.4696339567126,QSDsan-BSM1
2023-01-05 17:00:00,1732.0894161081926,750.0,2482.0894161081924,QSDsan-BSM1
2023-01-05 18:00:00,1868.368591077814,750.0,2618.368591077814,QSDsan-BSM1
2023-01-05 19:00:00,1875.9939126430957,750.0,2625.9939126430954,QSDsan-BSM1
2023-01-05 20:00:00,1878.0968817014389,750.0,2628.096881701439,QSDsan-BSM1
2023-01-05 21:00:00,1801.4890648528365,750.0,2551.4890648528362,QSDsan-BSM1
2023-01-05 22:00:00,1794.924329006319,750.0,2544.924329006319,QSDsan-BSM1
2023-01-05 23:00:00,1674.412152940201,750.0,2424.412152940201,QSDsan-BSM1
2023-01-06 00:00:00,1465.475768339807,750.0,2215.475768339807,QSDsan-BSM1
2023-01-06 01:00:00,1442.9945948911434,750.0,2192.9945948911436,QSDsan-BSM1
2023-01-06 02:00:00,1388.7411142485096,750.0,2138.74111424851,QSDsan-BSM1
2023-01-06 03:00:00,1421.216267457481,750.0,2171.216267457481,QSDsan-BSM1
2023-01-06 04:00:00,1450.259351536343,750.0,2200.2593515363433,QSDsan-BSM1
2023-01-06 05:00:00,1545.8999991839455,750.0,2295.8999991839455,QSDsan-BSM1
2023-01-06 06:00:00,1744.9198159874766,750.0,2494.919815987477,QSDsan-BSM1
2023-01-06 07:00:00,1782.164780377814,750.0,2532.164780377814,QSDsan-BSM1
2023-01-06 08:00:00,1878.849974730963,750.0,2628.849974730963,QSDsan-BSM1
2023-01-06 09:00:00,1848.7523413259823,750.0,2598.7523413259823,QSDsan-BSM1
2023-01-06 10:00:00,1784.0048557781588,750.0,2534.004855778159,QSDsan-BSM1
2023-01-06 11:00:00,1642.6186314793642,750.0,2392.618631479364,QSDsan-BSM1
2023-01-06 12:00:00,1646.741423793419,750.0,2396.741423793419,QSDsan-BSM1
2023-01-06 13:00:00,1578.5390644530958,750.0,2328.5390644530958,QSDsan-BSM1
2023-01-06 14:00:00,1536.3625911640231,750.0,2286.362591164023,QSDsan-BSM1
2023-01-06 15:00:00,1596.4397288129192,750.0,2346.4397288129194,QSDsan-BSM1
2023-01-06 16:00:00,1718.2768825469186,750.0,2468.2768825469184,QSDsan-BSM1
2023-01-06 17:00:00,1823.9823581893386,750.0,2573.982358189339,QSDsan-BSM1
2023-01-06 18:00:00,1945.900395340603,750.0,2695.9003953406027,QSDsan-BSM1
2023-01-06 19:00:00,2014.285173525371,750.0,2764.2851735253707,QSDsan-BSM1
2023-01-06 20:00:00,1885.9149303237707,750.0,2635.914930323771,QSDsan-BSM1
2023-01-06 21:00:00,1761.5621562683941,750.0,2511.562156268394,QSDsan-BSM1
2023-01-06 22:00:00,1646.0795404887829,750.0,2396.079540488783,QSDsan-BSM1
2023-01-06 23:00:00,1695.1892937266753,750.0,2445.1892937266753,QSDsan-BSM1
2023-01-07 00:00:00,1474.367530012085,750.0,2224.367530012085,QSDsan-BSM1
2023-01-07 01:00:00,1419.65678336953,750.0,2169.65678336953,QSDsan-BSM1
2023-01-07 02:00:00,1355.8874623227546,750.0,2105.887462322755,QSDsan-BSM1
2023-01-07 03:00:00,1361.64313584221,750.0,2111.64313584221,QSDsan-BSM1
2023-01-07 04:00:00,1459.9357032351832,750.0,2209.935703235183,QSDsan-BSM1
2023-01-07 05:00:00,1538.3844623571863,750.0,2288.3844623571863,QSDsan-BSM1
2023-01-07 06:00:00,1680.5679046646549,750.0,2430.5679046646546,QSDsan-BSM1
2023-01-07 07:00:00,1788.859421273973,750.0,2538.859421273973,QSDsan-BSM1
2023-01-07 08:00:00,1838.046276606693,750.0,2588.046276606693,QSDsan-BSM1
2023-01-07 09:00:00,1866.9508162113766,750.0,2616.9508162113766,QSDsan-BSM1
2023-01-07 10:00:00,1798.0068277896796,750.0,2548.00682778968,QSDsan-BSM1
2023-01-07 11:00:00,1768.9323931065576,750.0,2518.9323931065574,QSDsan-BSM1
2023-01-07 12:00:00,1627.0516896802426,750.0,2377.051689680243,QSDsan-BSM1
2023-01-07 13:00:00,1627.232307727658,750.0,2377.232307727658,QSDsan-BSM1
2023-01-07 14:00:00,1575.720194659046,750.0,2325.720194659046,QSDsan-BSM1
2023-01-07 15:00:00,1590.1753661094806,750.0,2340.175366109481,QSDsan-BSM1
2023-01-07 16:00:00,1667.6632863696327,750.0,2417.6632863696327,QSDsan-BSM1
2023-01-07 17:00:00,1762.0062861538497,750.0,2512.00628615385,QSDsan-BSM1
2023-01-07 18:00:00,1951.75153639894,750.0,2701.75153639894,QSDsan-BSM1
2023-01-07 19:00:00,1865.4666749580426,750.0,2615.466674958043,QSDsan-BSM1
2023-01-07 20:00:00,1903.4607393887163,750.0,2653.4607393887163,QSDsan-BSM1
2023-01-07 21:00:00,1765.5879578422762,750.0,2515.5879578422764,QSDsan-BSM1
2023-01-07 22:00:00,1769.1639270269868,750.0,2519.163927026987,QSDsan-BSM1
2023-01-07 23:00:00,1700.4038773704876,750.0,2450.403877370488,QSDsan-BSM1
2023-01-08 00:00:00,1501.1163418471124,750.0,2251.1163418471124,QSDsan-BSM1
2023-01-08 01:00:00,1435.1139815698334,750.0,2185.1139815698334,QSDsan-BSM1
2023-01-08 02:00:00,1354.6348102116672,750.0,2104.634810211667,QSDsan-BSM1
2023-01-08 03:00:00,1385.568326348005,750.0,2135.568326348005,QSDsan-BSM1
2023-01-08 04:00:00,1399.5643094235509,750.0,2149.564309423551,QSDsan-BSM1
2023-01-08 05:00:00,1483.5832849187275,750.0,2233.5832849187273,QSDsan-BSM1
2023-01-08 06:00:00,1636.3518181134898,750.0,2386.3518181134896,QSDsan-BSM1
2023-01-08 07:00:00,1837.7923679240193,750.0,2587.7923679240193,QSDsan-BSM1
2023-01-08 08:00:00,1968.8251621508123,750.0,2718.8251621508125,QSDsan-BSM1
2023-01-08 09:00:00,1893.424573836352,750.0,2643.424573836352,QSDsan-BSM1
2023-01-08 10:00:00,1796.0059463099929,750.0,2546.005946309993,QSDsan-BSM1
2023-01-08 11:00:00,1710.2079903025744,750.0,2460.207990302574,QSDsan-BSM1
2023-01-08 12:00:00,1674.615352874803,750.0,2424.6153528748027,QSDsan-BSM1
2023-01-08 13:00:00,1597.221422031701,750.0,2347.221422031701,QSDsan-BSM1
2023-01-08 14:00:00,1579.7808848912405,750.0,2329.7808848912405,QSDsan-BSM1
2023-01-08 15:00:00,1682.3644251075937,750.0,2432.364425107594,QSDsan-BSM1
2023-01-08 16:00:00,1723.9806168201878,750.0,2473.9806168201876,QSDsan-BSM1
2023-01-08 17:00:00,1853.0359043914214,750.0,2603.0359043914214,QSDsan-BSM1
2023-01-08 18:00:00,1874.557378207036,750.0,2624.557378207036,QSDsan-BSM1
2023-01-08 19:00:00,1849.9690861981398,750.0,2599.96908619814,QSDsan-BSM1
2023-01-08 20:00:00,1815.8111473746592,750.0,2565.8111473746594,QSDsan-BSM1
2023-01-08 21:00:00,1868.3360216651768,750.0,2618.3360216651768,QSDsan-BSM1
2023-01-08 22:00:00,1801.418486667251,750.0,2551.4184866672513,QSDsan-BSM1
2023-01-08 23:00:00,1678.380464417946,750.0,2428.3804644179463,QSDsan-BSM1
2023-01-09 00:00:00,1492.578079807888,750.0,2242.5780798078877,QSDsan-BSM1
2023-01-09 01:00:00,1495.7014274169226,750.0,2245.7014274169223,QSDsan-BSM1
2023-01-09 02:00:00,1337.0242360174834,750.0,2087.0242360174834,QSDsan-BSM1
2023-01-09 03:00:00,1332.4115511168438,750.0,2082.411551116844,QSDsan-BSM1
2023-01-09 04:00:00,1443.9892989598357,750.0,2193.9892989598357,QSDsan-BSM1
2023-01-09 05:00:00,1517.3557896925586,750.0,2267.3557896925586,QSDsan-BSM1
2023-01-09 06:00:00,1687.8507297285098,750.0,2437.8507297285096,QSDsan-BSM1
2023-01-09 07:00:00,1824.987247329301,750.0,2574.9872473293008,QSDsan-BSM1
2023-01-09 08:00:00,1919.8265844259854,750.0,2669.8265844259854,QSDsan-BSM1
2023-01-09 09:00:00,1943.9797993462041,750.0,2693.9797993462043,QSDsan-BSM1
2023-01-09 10:00:00,1805.0005169541137,750.0,2555.0005169541137,QSDsan-BSM1
2023-01-09 11:00:00,1725.1227077125623,750.0,2475.1227077125623,QSDsan-BSM1
2023-01-09 12:00:00,1540.9320666292833,750.0,2290.9320666292833,QSDsan-BSM1
2023-01-09 13:00:00,1587.0492652379314,750.0,2337.0492652379316,QSDsan-BSM1
2023-01-09 14:00:00,1563.043342852375,750.0,2313.0433428523747,QSDsan-BSM1
2023-01-09 15:00:00,1589.929489518866,750.0,2339.929489518866,QSDsan-BSM1
2023-01-09 16:00:00,1672.2972745881716,750.0,2422.2972745881716,QSDsan-BSM1
2023-01-09 17:00:00,1778.8631908451455,750.0,2528.8631908451453,QSDsan-BSM1
2023-01-09 18:00:00,1904.5128399041253,750.0,2654.512839904125,QSDsan-BSM1
2023-01-09 19:00:00,1846.551896785325,750.0,2596.551896785325,QSDsan-BSM1
2023-01-09 20:00:00,1872.412662376117,750.0,2622.4126623761167,QSDsan-BSM1
2023-01-09 21:00:00,1783.5583059934745,750.0,2533.5583059934743,QSDsan-BSM1
2023-01-09 22:00:00,1719.966852759695,750.0,2469.966852759695,QSDsan-BSM1
2023-01-09 23:00:00,1726.257166338802,750.0,2476.257166338802,QSDsan-BSM1
2023-01-10 00:00:00,1529.980780816302,750.0,2279.9807808163023,QSDsan-BSM1
2023-01-10 01:00:00,1491.264369494612,750.0,2241.264369494612,QSDsan-BSM1
2023-01-10 02:00:00,1375.6302007674142,750.0,2125.630200767414,QSDsan-BSM1
2023-01-10 03:00:00,1340.8625067809874,750.0,2090.862506780987,QSDsan-BSM1
2023-01-10 04:00:00,1409.8197309720817,750.0,2159.8197309720817,QSDsan-BSM1
2023-01-10 05:00:00,1543.3996709377354,750.0,2293.399670937735,QSDsan-BSM1
2023-01-10 06:00:00,1695.7349086890674,750.0,2445.734908689067,QSDsan-BSM1
2023-01-10 07:00:00,1788.818196169381,750.0,2538.818196169381,QSDsan-BSM1
2023-01-10 08:00:00,1910.6392612071547,750.0,2660.639261207155,QSDsan-BSM1
2023-01-10 09:00:00,1897.4989183075377,750.0,2647.4989183075377,QSDsan-BSM1
2023-01-10 10:00:00,1902.73382990371,750.0,2652.73382990371,QSDsan-BSM1
2023-01-10 11:00:00,1775.0594399113409,750.0,2525.0594399113406,QSDsan-BSM1
2023-01-10 12:00:00,1589.4018101641227,750.0,2339.4018101641227,QSDsan-BSM1
2023-01-10 13:00:00,1578.082867304979,750.0,2328.082867304979,QSDsan-BSM1
2023-01-10 14:00:00,1538.8179128117458,750.0,2288.817912811746,QSDsan-BSM1
2023-01-10 15:00:00,1615.6520732524098,750.0,2365.6520732524095,QSDsan-BSM1
2023-01-10 16:00:00,1720.6710112316805,750.0,2470.6710112316805,QSDsan-BSM1
2023-01-10 17:00:00,1841.1166804061522,750.0,2591.116680406152,QSDsan-BSM1
2023-01-10 18:00:00,1839.3954138320444,750.0,2589.395413832044,QSDsan-BSM1
2023-01-10 19:00:00,1874.135363107606,750.0,2624.1353631076063,QSDsan-BSM1
2023-01-10 20:00:00,1785.9790794576393,750.0,2535.9790794576393,QSDsan-BSM1
2023-01-10 21:00:00,1797.0767594462961,750.0,2547.076759446296,QSDsan-BSM1
2023-01-10 22:00:00,1691.2100077708974,750.0,2441.2100077708974,QSDsan-BSM1
2023-01-10 23:00:00,1665.5849492317573,750.0,2415.5849492317575,QSDsan-BSM1
2023-01-11 00:00:00,1473.9590355232833,750.0,2223.959035523283,QSDsan-BSM1
2023-01-11 01:00:00,1434.5481933477067,750.0,2184.5481933477067,QSDsan-BSM1
2023-01-11 02:00:00,1312.0301268350122,750.0,2062.030126835012,QSDsan-BSM1
2023-01-11 03:00:00,1310.5422185551488,750.0,2060.542218555149,QSDsan-BSM1
2023-01-11 04:00:00,1504.486949091348,750.0,2254.486949091348,QSDsan-BSM1
2023-01-11 05:00:00,1482.7898603760812,750.0,2232.7898603760814,QSDsan-BSM1
2023-01-11 06:00:00,1645.4468251651886,750.0,2395.446825165189,QSDsan-BSM1
2023-01-11 07:00:00,1906.3714615465174,750.0,2656.3714615465174,QSDsan-BSM1
2023-01-11 08:00:00,2023.952194808233,750.0,2773.952194808233,QSDsan-BSM1
2023-01-11 09:00:00,1842.2298205227032,750.0,2592.2298205227034,QSDsan-BSM1
2023-01-11 10:00:00,1787.994569350949,750.0,2537.994569350949,QSDsan-BSM1
2023-01-11 11:00:00,1714.2984813244639,750.0,2464.298481324464,QSDsan-BSM1
2023-01-11 12:00:00,1693.3007939323593,750.0,2443.3007939323593,QSDsan-BSM1
2023-01-11 13:00:00,1550.7122682695308,750.0,2300.712268269531,QSDsan-BSM1
2023-01-11 14:00:00,1588.155805183209,750.0,2338.155805183209,QSDsan-BSM1
2023-01-11 15:00:00,1671.0012280714714,750.0,2421.0012280714714,QSDsan-BSM1
2023-01-11 16:00:00,1726.0911429893563,750.0,2476.0911429893563,QSDsan-BSM1
2023-01-11 17:00:00,1778.522449239766,750.0,2528.522449239766,QSDsan-BSM1
2023-01-11 18:00:00,1863.920967433279,750.0,2613.9209674332787,QSDsan-BSM1
2023-01-11 19:00:00,1846.0326552452352,750.0,2596.032655245235,QSDsan-BSM1
2023-01-11 20:00:00,1863.0600770518765,750.0,2613.0600770518768,QSDsan-BSM1
2023-01-11 21:00:00,1793.6181485270606,750.0,2543.618148527061,QSDsan-BSM1
2023-01-11 22:00:00,1743.6568890397061,750.0,2493.656889039706,QSDsan-BSM1
2023-01-11 23:00:00,1665.194980758639,750.0,2415.194980758639,QSDsan-BSM1
2023-01-12 00:00:00,1528.498852429227,750.0,2278.498852429227,QSDsan-BSM1
2023-01-12 01:00:00,1479.4028763517017,750.0,2229.4028763517017,QSDsan-BSM1
2023-01-12 02:00:00,1389.1095833564723,750.0,2139.1095833564723,QSDsan-BSM1
2023-01-12 03:00:00,1383.8421843616447,750.0,2133.8421843616447,QSDsan-BSM1
2023-01-12 04:00:00,1422.0112230671537,750.0,2172.011223067154,QSDsan-BSM1
2023-01-12 05:00:00,1534.9040894208645,750.0,2284.9040894208647,QSDsan-BSM1
2023-01-12 06:00:00,1661.131913408044,750.0,2411.131913408044,QSDsan-BSM1
2023-01-12 07:00:00,1846.288130020966,750.0,2596.288130020966,QSDsan-BSM1
2023-01-12 08:00:00,1904.62143656044,750.0,2654.62143656044,QSDsan-BSM1
2023-01-12 09:00:00,1973.575144820309,750.0,2723.575144820309,QSDsan-BSM1
2023-01-12 10:00:00,1866.3800900764934,750.0,2616.3800900764936,QSDsan-BSM1
2023-01-12 11:00:00,1716.7506367761014,750.0,2466.7506367761016,QSDsan-BSM1
2023-01-12 12:00:00,1594.2805100740857,750.0,2344.2805100740857,QSDsan-BSM1
2023-01-12 13:00:00,1546.3264110878154,750.0,2296.3264110878154,QSDsan-BSM1
2023-01-12 14:00:00,1646.2520690455199,750.0,2396.25206904552,QSDsan-BSM1
2023-01-12 15:00:00,1651.0739086922217,750.0,2401.0739086922217,QSDsan-BSM1
2023-01-12 16:00:00,1728.5899784667247,750.0,2478.5899784667245,QSDsan-BSM1
2023-01-12 17:00:00,1724.5029552262665,750.0,2474.5029552262667,QSDsan-BSM1
2023-01-12 18:00:00,1907.1194215835121,750.0,2657.119421583512,QSDsan-BSM1
2023-01-12 19:00:00,1919.9660041277614,750.0,2669.966004127761,QSDsan-BSM1
2023-01-12 20:00:00,1828.9191215061135,750.0,2578.9191215061137,QSDsan-BSM1
2023-01-12 21:00:00,1786.1346420702769,750.0,2536.1346420702766,QSDsan-BSM1
2023-01-12 22:00:00,1745.6127957244648,750.0,2495.612795724465,QSDsan-BSM1
2023-01-12 23:00:00,1690.1819635274885,750.0,2440.1819635274887,QSDsan-BSM1
2023-01-13 00:00:00,1498.5806716040377,750.0,2248.580671604038,QSDsan-BSM1
2023-01-13 01:00:00,1435.3553882902333,750.0,2185.3553882902333,QSDsan-BSM1
2023-01-13 02:00:00,1373.3906121808843,750.0,2123.390612180884,QSDsan-BSM1
2023-01-13 03:00:00,1376.4462483420866,750.0,2126.4462483420866,QSDsan-BSM1
2023-01-13 04:00:00,1479.3374279342686,750.0,2229.337427934269,QSDsan-BSM1
2023-01-13 05:00:00,1432.8751299334758,750.0,2182.875129933476,QSDsan-BSM1
2023-01-13 06:00:00,1681.22572280031,750.0,2431.22572280031,QSDsan-BSM1
2023-01-13 07:00:00,1841.4543160008745,750.0,2591.4543160008743,QSDsan-BSM1
2023-01-13 08:00:00,1921.1493806949513,750.0,2671.149380694951,QSDsan-BSM1
2023-01-13 09:00:00,1875.760758213813,750.0,2625.760758213813,QSDsan-BSM1
2023-01-13 10:00:00,1733.9298824118314,750.0,2483.9298824118314,QSDsan-BSM1
2023-01-13 11:00:00,1715.146819318236,750.0,2465.1468193182363,QSDsan-BSM1
2023-01-13 12:00:00,1694.5750910878162,750.0,2444.575091087816,QSDsan-BSM1
2023-01-13 13:00:00,1530.1325126968532,750.0,2280.132512696853,QSDsan-BSM1
2023-01-13 14:00:00,1633.8268196588963,750.0,2383.826819658896,QSDsan-BSM1
2023-01-13 15:00:00,1628.1077944074725,750.0,2378.1077944074723,QSDsan-BSM1
2023-01-13 16:00:00,1707.6448616084137,750.0,2457.6448616084135,QSDsan-BSM1
2023-01-13 17:00:00,1752.9194903204836,750.0,2502.9194903204834,QSDsan-BSM1
2023-01-13 18:00:00,1857.4242877218967,750.0,2607.4242877218967,QSDsan-BSM1
